sigs	drug	P	OR	X2.5..	X97.5..	r2	FDR	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME
NpCpG	255	0.184900794753895	0.903735092764976	0.777952648045756	1.04985453799353	0.0557993393167524	0.405262015898948	CP724714	ERBB2	RTK signaling
MMR	255	0.152076709263356	0.932979106610502	0.848370423465501	1.02602588361819	0.0646183739803143	0.260530747095638	CP724714	ERBB2	RTK signaling
EPP2	255	0.386875532750856	0.945681007255242	0.83304877517309	1.07354166302864	0.0553490055856223	0.97011631765142	CP724714	ERBB2	RTK signaling
EPP1	256	0.415574719876168	0.910073864027282	0.723593834340763	1.14461234836269	0.105603449560232	0.923069495044961	JW-7-24-1	LCK	Other, kinases
Tobacco	256	0.492541882562346	1.04767888984525	0.916835879879324	1.19719470007199	0.0423831893356772	0.788067012099753	JW-7-24-1	LCK	Other, kinases
APOBEC	256	0.570974387378341	0.952533315848558	0.804628809219663	1.12762519487884	0.0184162469983908	0.978801314786528	JW-7-24-1	LCK	Other, kinases
NpCpG	256	0.72673473320007	0.968456069874941	0.808704367565755	1.15976517117222	0.0330383386489022	0.876676677726868	JW-7-24-1	LCK	Other, kinases
MMR	256	0.290764329191072	0.934105420483369	0.822919177567847	1.06031425729469	0.0336155504033454	0.40809028658396	JW-7-24-1	LCK	Other, kinases
EPP2	256	0.505775703696197	0.950318036579997	0.817540300488596	1.1046603697818	0.0401021630174656	0.97011631765142	JW-7-24-1	LCK	Other, kinases
EPP1	257	0.302679814712705	1.12724771536053	0.895714542215009	1.41862987804492	0.00906135261719343	0.884430219561193	NPK76-II-72-1	PLK3	Cell cycle
Tobacco	257	0.9363679162564	1.0054556789733	0.879353981539112	1.14964069487721	0.0416323900149145	0.973046877085668	NPK76-II-72-1	PLK3	Cell cycle
APOBEC	257	0.5398918172479	1.05541433095205	0.887764942870963	1.25472335771302	0.0391713114877317	0.978801314786528	NPK76-II-72-1	PLK3	Cell cycle
NpCpG	257	0.353117692096905	0.917639709717745	0.765074538341079	1.1006282324814	0.0390967471699721	0.591610793041936	NPK76-II-72-1	PLK3	Cell cycle
MMR	257	0.0432796335368057	0.877329197811104	0.772773245667975	0.996031534019468	0.0575559234687865	0.109051045132109	NPK76-II-72-1	PLK3	Cell cycle
EPP2	257	0.80701129432709	0.981208587263369	0.842293195571326	1.14303463067434	0.038731211219002	0.97011631765142	NPK76-II-72-1	PLK3	Cell cycle
EPP1	258	0.677834422564963	0.97043407848955	0.84082788280279	1.1200179251367	0.0796115772884085	0.967077552578959	STF-62247	Autophagy inducer	Other
Tobacco	258	0.237673977002093	0.949819748199457	0.871870137402951	1.03473844941742	0.0328549631795932	0.635820715934009	STF-62247	Autophagy inducer	Other
APOBEC	258	0.962490955543856	1.00254665921531	0.901385137247337	1.11506143419801	0.0426963300508493	0.994324736052558	STF-62247	Autophagy inducer	Other
NpCpG	258	0.362289094778165	0.947600243888205	0.843762773538383	1.06421644848277	0.0265628010869138	0.595268176737028	STF-62247	Autophagy inducer	Other
MMR	258	0.0746058575334006	0.929969463106107	0.858593694179588	1.00727877245388	0.0493698216213165	0.16130996223438	STF-62247	Autophagy inducer	Other
EPP2	258	0.839285372724543	1.01013519261646	0.916068590228023	1.1138610342576	0.0315470237526062	0.97011631765142	STF-62247	Autophagy inducer	Other
EPP1	260	0.952209802189172	0.994165385524139	0.81896898267753	1.2068403500985	0.0200828555965439	0.984523882549489	NG-25	TAK1, MAP4K2	Other, kinases
Tobacco	260	0.624107952878129	1.03194596125426	0.90963431076738	1.1707039349149	0.0334077754359893	0.851379972307704	NG-25	TAK1, MAP4K2	Other, kinases
APOBEC	260	0.993415976512309	0.999311352863209	0.848004633307185	1.17761524022187	0.0624144733965545	0.996399708415381	NG-25	TAK1, MAP4K2	Other, kinases
NpCpG	260	0.886432375805202	0.987773958756146	0.833928302836354	1.17000153403866	0.0439399800789652	0.960349043737208	NG-25	TAK1, MAP4K2	Other, kinases
MMR	260	0.152247655334013	0.915483216895589	0.811102499497204	1.0332966806748	0.0542089353922086	0.260530747095638	NG-25	TAK1, MAP4K2	Other, kinases
EPP2	260	0.985928718792039	0.998695333894477	0.863443888146629	1.15513281596502	0.0508451160866399	0.998263120318883	NG-25	TAK1, MAP4K2	Other, kinases
EPP1	261	0.890298577312617	0.987254564569866	0.8208068635543	1.18745543993561	0.0252120342087636	0.984523882549489	TL-1-85	TAK	Other, kinases
Tobacco	261	0.485927853746993	1.04168388138298	0.928337104748642	1.16886991070654	0.0361637149867926	0.788067012099753	TL-1-85	TAK	Other, kinases
APOBEC	261	0.941160987573526	0.994436139132236	0.857066090345817	1.1538237785294	0.0653953577816997	0.994324736052558	TL-1-85	TAK	Other, kinases
NpCpG	261	0.981646000386769	0.998209445677129	0.85648124529993	1.1633904453916	0.0466826397743567	0.986334567020341	TL-1-85	TAK	Other, kinases
MMR	261	0.214870995078647	0.932839838133959	0.835621697621371	1.04136855958482	0.0562619063809346	0.328989083374006	TL-1-85	TAK	Other, kinases
EPP2	261	0.779601794234938	0.981357245774596	0.859835831071656	1.12005339744215	0.0525819081523379	0.97011631765142	TL-1-85	TAK	Other, kinases
EPP1	262	0.781722265536497	1.03946624651703	0.787736699685656	1.37163861742047	0.0317043856630829	0.984523882549489	VX-11e	ERK2	ERK MAPK signaling
Tobacco	262	0.266569810574435	0.927879584664299	0.812858154389867	1.05917683052959	0.133233683947751	0.654729881856381	VX-11e	ERK2	ERK MAPK signaling
APOBEC	262	0.48567660918618	1.06106284041003	0.897763375277267	1.25406580653983	0.0890581576940226	0.978801314786528	VX-11e	ERK2	ERK MAPK signaling
NpCpG	262	0.00654851609973236	0.779764529073865	0.652072256435426	0.932462184675081	0.129676811712683	0.104431615558684	VX-11e	ERK2	ERK MAPK signaling
MMR	262	0.0523971670833055	0.886574587102453	0.785028452336315	1.00125606423135	0.156462696927214	0.126068371929758	VX-11e	ERK2	ERK MAPK signaling
EPP2	262	0.306732501974054	0.924331049455979	0.794611645016055	1.07522699213794	0.120848102904148	0.97011631765142	VX-11e	ERK2	ERK MAPK signaling
EPP1	263	0.530782837535128	0.959867862386157	0.843216418446059	1.09265698945912	0.0298992583331867	0.943967525706146	FR-180204	ERK1, ERK2	ERK MAPK signaling
Tobacco	263	0.45702857283035	1.02855692721026	0.954802275815685	1.10800883000453	0.0436242498443642	0.788067012099753	FR-180204	ERK1, ERK2	ERK MAPK signaling
APOBEC	263	0.825054853008162	1.0110591101331	0.916814403207419	1.11499178089577	0.0152455264477912	0.994324736052558	FR-180204	ERK1, ERK2	ERK MAPK signaling
NpCpG	263	0.124308627773809	0.922284387005083	0.831780503673093	1.0226357635904	0.0343152414821976	0.34854511578654	FR-180204	ERK1, ERK2	ERK MAPK signaling
MMR	263	0.118313459041979	0.943885100352885	0.87783311321307	1.01490712671707	0.0406066712821995	0.226708424511576	FR-180204	ERK1, ERK2	ERK MAPK signaling
EPP2	263	0.815265041350768	0.989715727972499	0.907269497154842	1.07965408874422	0.0349318802927964	0.97011631765142	FR-180204	ERK1, ERK2	ERK MAPK signaling
EPP1	264	0.938632508425781	1.00737844801821	0.83340953160927	1.21766226451963	0.188059893744159	0.984523882549489	ACY-1215	HDAC6	Chromatin histone acetylation
Tobacco	264	0.990575097664081	1.00064774451214	0.898395890469214	1.11453749869034	0.0971388776430442	0.994520424326879	ACY-1215	HDAC6	Chromatin histone acetylation
APOBEC	264	0.727337950578296	0.975692767108989	0.849255931862964	1.1209534606376	0.100248637669399	0.994324736052558	ACY-1215	HDAC6	Chromatin histone acetylation
NpCpG	264	0.155865956987727	0.900414088101338	0.778813941081297	1.04100027912409	0.109770708426778	0.38367004796979	ACY-1215	HDAC6	Chromatin histone acetylation
MMR	264	0.582196668262715	0.971798616023831	0.877397063636651	1.07635708990351	0.0958547106439027	0.665367620871674	ACY-1215	HDAC6	Chromatin histone acetylation
EPP2	264	0.20506411148736	0.924294524516353	0.818160873994571	1.04419606853087	0.119034569631647	0.97011631765142	ACY-1215	HDAC6	Chromatin histone acetylation
EPP1	265	0.383659815729048	0.919731175371144	0.760416930281213	1.11242320004206	0.119188958493632	0.909043054136247	Tubastatin A	HDAC1, HDAC6, HDAC8	Chromatin histone acetylation
Tobacco	265	0.64031448298254	0.976389797953292	0.883003084104642	1.07965312319826	0.0309239930412994	0.853404371252825	Tubastatin A	HDAC1, HDAC6, HDAC8	Chromatin histone acetylation
APOBEC	265	0.377453565044455	0.942575824672391	0.82627477884025	1.07524664676786	0.0359256350905487	0.965901097952808	Tubastatin A	HDAC1, HDAC6, HDAC8	Chromatin histone acetylation
NpCpG	265	0.709285156983113	0.974580815762332	0.850873055692727	1.11627434914918	0.0294033896692749	0.869537958390323	Tubastatin A	HDAC1, HDAC6, HDAC8	Chromatin histone acetylation
MMR	265	0.299975711860634	0.950673864761546	0.863774871578986	1.04631522272527	0.0417734289181171	0.417357512153925	Tubastatin A	HDAC1, HDAC6, HDAC8	Chromatin histone acetylation
EPP2	265	0.435955574798055	0.955925890523447	0.853194521140507	1.07102692941761	0.0406091350948397	0.97011631765142	Tubastatin A	HDAC1, HDAC6, HDAC8	Chromatin histone acetylation
EPP1	266	0.862276470379854	1.00707384200502	0.929025410968419	1.0916792062701	0.101544104682851	0.984523882549489	Zibotentan	Endothelin-1 receptor (EDNRA)	Other
Tobacco	266	0.700611494892567	0.990387820424532	0.94266103139011	1.04053100975098	0.029584922180884	0.88614892634633	Zibotentan	Endothelin-1 receptor (EDNRA)	Other
APOBEC	266	0.114539978178224	0.950151888320553	0.891619451056528	1.01252682387015	0.0283751057128266	0.892949074100238	Zibotentan	Endothelin-1 receptor (EDNRA)	Other
NpCpG	266	0.463595700316996	0.975972736163647	0.914369786618913	1.04172600153043	0.030087152627978	0.677400110052231	Zibotentan	Endothelin-1 receptor (EDNRA)	Other
MMR	266	0.040203195227043	0.952379635084159	0.909018977951946	0.997808617116664	0.0347001873704172	0.105451003874211	Zibotentan	Endothelin-1 receptor (EDNRA)	Other
EPP2	266	0.735630101357163	0.990414261075096	0.936404664268106	1.04753900313773	0.0221815354630183	0.97011631765142	Zibotentan	Endothelin-1 receptor (EDNRA)	Other
EPP1	268	0.242168097087954	1.34852289597702	0.813319626310511	2.23591555170462	-0.0270736683081942	0.848978355903574	Sepantronium bromide	BIRC5	Apoptosis regulation
Tobacco	268	0.145787016118398	0.826360219516266	0.638834029205739	1.06893368414952	0.0655121361812133	0.536228105263073	Sepantronium bromide	BIRC5	Apoptosis regulation
APOBEC	268	0.523097664570214	0.901382412895432	0.654740948159086	1.24093392441949	0.0920695778188613	0.978801314786528	Sepantronium bromide	BIRC5	Apoptosis regulation
NpCpG	268	0.08557156887873	0.738146509404928	0.522055467147032	1.04368271885796	0.0896176997283412	0.31028798809283	Sepantronium bromide	BIRC5	Apoptosis regulation
MMR	268	0.510999973033482	0.921850418515816	0.722752691543732	1.17579388366257	0.0755827183438399	0.603394802105957	Sepantronium bromide	BIRC5	Apoptosis regulation
EPP2	268	0.998263120318883	0.999681224568363	0.749544970725644	1.33329231705338	0.0850228878404732	0.998263120318883	Sepantronium bromide	BIRC5	Apoptosis regulation
EPP1	269	0.132250691609048	0.836203629820763	0.661635534049212	1.05683034622716	0.125909525729776	0.830407215421263	NSC-207895	MDM4	p53 pathway
Tobacco	269	0.818973757588593	1.01561255820766	0.889042089343474	1.16020251544088	0.115599264873591	0.95153964087505	NSC-207895	MDM4	p53 pathway
APOBEC	269	0.67893368452869	1.03716462823529	0.87208482361115	1.23349293203855	0.150578041396961	0.994324736052558	NSC-207895	MDM4	p53 pathway
NpCpG	269	0.898249490353648	1.01179928544667	0.844852510794398	1.21173551708782	0.153657443354934	0.967752486906131	NSC-207895	MDM4	p53 pathway
MMR	269	0.647688204264031	0.970520837014367	0.853317464097447	1.10382212331178	0.133899866208757	0.712234451424364	NSC-207895	MDM4	p53 pathway
EPP2	269	0.840647187532762	0.98458102652624	0.845801258851788	1.14613189286508	0.132931511394714	0.97011631765142	NSC-207895	MDM4	p53 pathway
EPP1	271	0.598048760883646	1.02908701164009	0.923849121597032	1.14631280451469	0.0750852798631239	0.945371332836662	VNLG/124	HDAC,RAR	Chromatin histone acetylation
Tobacco	271	0.897627185596322	1.00407962348325	0.943505814662535	1.06854231805118	0.0583169472428663	0.973046877085668	VNLG/124	HDAC,RAR	Chromatin histone acetylation
APOBEC	271	0.189309011581724	0.948486273345416	0.876333746972342	1.02657944399928	0.0824727264044611	0.892949074100238	VNLG/124	HDAC,RAR	Chromatin histone acetylation
NpCpG	271	0.780091141113174	0.988192849536843	0.908922046307632	1.07437718321691	0.0544545102078884	0.911055347285458	VNLG/124	HDAC,RAR	Chromatin histone acetylation
MMR	271	0.0301056710797277	0.936558895688086	0.882728396496127	0.993672083705687	0.0743790191687979	0.0852549977479015	VNLG/124	HDAC,RAR	Chromatin histone acetylation
EPP2	271	0.890770627823533	0.995041291789051	0.926693353754647	1.06843020763411	0.049927771844944	0.976371536024146	VNLG/124	HDAC,RAR	Chromatin histone acetylation
EPP1	272	0.0330280276414326	1.32735077384296	1.023714611192	1.7210461368428	0.0746896673621475	0.528448442262922	AR-42	HDAC1	Chromatin histone acetylation
Tobacco	272	0.29838397238027	0.92510540943979	0.798580774081744	1.07167621153769	0.0849691753377848	0.693282678191123	AR-42	HDAC1	Chromatin histone acetylation
APOBEC	272	0.651756498542743	1.04552606191138	0.861180886796742	1.26933233527967	0.0622247978824194	0.992082235890569	AR-42	HDAC1	Chromatin histone acetylation
NpCpG	272	0.358702825739811	0.909798090862821	0.743145868559097	1.11382246898922	0.0746473217035099	0.594740436459791	AR-42	HDAC1	Chromatin histone acetylation
MMR	272	0.986773601062238	1.00125329580032	0.863055563432782	1.16158009382797	0.0620339163452958	0.989866935234847	AR-42	HDAC1	Chromatin histone acetylation
EPP2	272	0.426281316966897	1.07407662843078	0.900288187455905	1.28141257412392	0.0487363696547086	0.97011631765142	AR-42	HDAC1	Chromatin histone acetylation
EPP1	273	0.0198884177904749	1.35588808430401	1.05081647527283	1.74952766769315	0.134728531746588	0.424286246196799	CUDC-101	HDAC1-10, EGFR, ERBB2	Other
Tobacco	273	0.557250821366369	0.954368861118733	0.816163986597706	1.11597661503045	0.0656578172631661	0.821752363305244	CUDC-101	HDAC1-10, EGFR, ERBB2	Other
APOBEC	273	0.891391153161353	1.01421418867739	0.8276371654259	1.24285189632006	0.0553493294632204	0.994324736052558	CUDC-101	HDAC1-10, EGFR, ERBB2	Other
NpCpG	273	0.26260068415121	0.885128851263162	0.714671417841961	1.09624236226513	0.0554848866563008	0.49693040315692	CUDC-101	HDAC1-10, EGFR, ERBB2	Other
MMR	273	0.597476164092716	0.959171705777896	0.82131772630448	1.12016377060856	0.0477215558596077	0.67798713655911	CUDC-101	HDAC1-10, EGFR, ERBB2	Other
EPP2	273	0.761158824684012	1.02894138105169	0.855569003984339	1.2374459110956	0.040374874602455	0.97011631765142	CUDC-101	HDAC1-10, EGFR, ERBB2	Other
EPP1	274	0.0192293888872566	1.45049853223729	1.06429499568416	1.97684476630473	0.0719262580924234	0.424286246196799	Belinostat	HDAC1	Chromatin histone acetylation
Tobacco	274	0.545802998017634	0.947097316746835	0.793546133122535	1.13036065573083	0.09102653583804	0.816495243972203	Belinostat	HDAC1	Chromatin histone acetylation
APOBEC	274	0.878543045657443	0.982208071699777	0.779576444124415	1.23750878234365	0.07377607038812	0.994324736052558	Belinostat	HDAC1	Chromatin histone acetylation
NpCpG	274	0.375342676182682	0.89633795756069	0.703303223650041	1.14235468734869	0.0784086945650885	0.602568125305779	Belinostat	HDAC1	Chromatin histone acetylation
MMR	274	0.981378746459461	0.997933753885324	0.838377625624014	1.187855861972	0.0688657721256837	0.98755093983342	Belinostat	HDAC1	Chromatin histone acetylation
EPP2	274	0.713848072092464	1.03985614398919	0.843294664751172	1.2822336549599	0.0504012817982464	0.97011631765142	Belinostat	HDAC1	Chromatin histone acetylation
EPP1	275	0.404622405564105	1.09753555417004	0.879730561525143	1.36926502880497	0.0993050817941051	0.911825139299392	I-BET-762	BRD2, BRD3, BRD4	Chromatin other
Tobacco	275	0.491684585923925	0.955413093553708	0.838624508747211	1.08846589840009	0.119077718470976	0.788067012099753	I-BET-762	BRD2, BRD3, BRD4	Chromatin other
APOBEC	275	0.622173005032952	1.04214807011219	0.883866101513396	1.22877503524452	0.0695154003202093	0.990524187117137	I-BET-762	BRD2, BRD3, BRD4	Chromatin other
NpCpG	275	0.106722421929637	0.863641114073736	0.722608662852473	1.03219904806317	0.0922029940530932	0.329210851432089	I-BET-762	BRD2, BRD3, BRD4	Chromatin other
MMR	275	0.135984811697645	0.908960263291014	0.801639613190192	1.03064861896495	0.102825851090282	0.241750776351369	I-BET-762	BRD2, BRD3, BRD4	Chromatin other
EPP2	275	0.660655054170061	0.967222402076477	0.833147293966339	1.12287368854659	0.0935755714079803	0.97011631765142	I-BET-762	BRD2, BRD3, BRD4	Chromatin other
EPP1	276	0.00589855730977338	1.43469511760264	1.11321488223492	1.84901416008781	0.12090453363807	0.314589723187914	CAY10603	HDAC1, HDAC6	Chromatin histone acetylation
Tobacco	276	0.337032180618448	0.929488042071323	0.800295480856823	1.07953629755426	0.100080808114756	0.722929167945602	CAY10603	HDAC1, HDAC6	Chromatin histone acetylation
APOBEC	276	0.883766900662287	0.985749499453036	0.81266411881847	1.19569949401072	0.104344474681785	0.994324736052558	CAY10603	HDAC1, HDAC6	Chromatin histone acetylation
NpCpG	276	0.629343616825203	0.951245209024122	0.776064513353928	1.16596936481578	0.0896538411470095	0.819318182588194	CAY10603	HDAC1, HDAC6	Chromatin histone acetylation
MMR	276	0.872945173571005	0.988099205357818	0.852877273858305	1.14476029500929	0.0871955878008455	0.895199667900295	CAY10603	HDAC1, HDAC6	Chromatin histone acetylation
EPP2	276	0.708997261148909	1.03392161604909	0.867318868008965	1.23252698351595	0.0724712019669459	0.97011631765142	CAY10603	HDAC1, HDAC6	Chromatin histone acetylation
EPP1	277	0.878919741877017	0.99073509807003	0.877556870392549	1.1185098854149	0.0685672218969751	0.984523882549489	Linifanib	VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT	RTK signaling
Tobacco	277	0.478570206876877	0.976838265281313	0.915361549561503	1.04244382667692	0.0440953948039218	0.788067012099753	Linifanib	VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT	RTK signaling
APOBEC	277	0.246598434558111	0.956179834399089	0.886231155364338	1.03164944064238	0.0523142442548211	0.892949074100238	Linifanib	VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT	RTK signaling
NpCpG	277	0.17635713375037	0.942087932108827	0.863925520903718	1.02732197434876	0.0514230022473642	0.405262015898948	Linifanib	VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT	RTK signaling
MMR	277	0.000575320493563825	0.90328754414646	0.852776577049953	0.956790335673524	0.0857816263331477	0.011553612016039	Linifanib	VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT	RTK signaling
EPP2	277	0.746199023518438	1.01176244413603	0.94239633202342	1.08623432475189	0.0614989603256733	0.97011631765142	Linifanib	VEGFR1, VEGFR2, VEGFR3, CSF1R, FLT3, KIT	RTK signaling
EPP1	279	0.971220953087216	0.997071058012856	0.848435398746624	1.1717458939072	-0.0225031416727632	0.984523882549489	BIX02189	MEK5, ERK5	ERK MAPK signaling
